Unique ID,Name,Honoree,City,County,State,Side,Coordinates,Symbol Type,Symbol Category,Sponsor,Year Dedicated,Year Removed,Was this symbol removed?
157,Monument to Confederate Women,No specific honoree,Little Rock,Pulaski,AR,South,"34.744700, -92.291146",Monument,Other Government Office Grounds,United Confederate Veterans,1913,,Active
117,Pickett Drive,George Pickett,Little Rock,Pulaski,AR,South,"34.723980, -92.189878",Highway / Roadway,Roads,Unknown,Unknown,,Active
4001,Robert E Lee Day,Robert E. Lee,Little Rock,Pulaski,AR,South,"34.746514, -92.288901",Holiday / Observances,Other: Holiday,State of Arkansas,2017,,Active
1921,Robert E. Lee School,Robert E. Lee,Little Rock,Pulaski,AR,South,"34.740093, -92.316235",School,Schools,Unknown,1906,2005,Removed
122,Robert E. Lee State Holiday*,Robert E. Lee,Little Rock,Pulaski,AR,South,"34.746845, -92.289101",Holiday / Observances,Other: Holiday,Unknown,1947,2017,Removed
151,Lonoke Confederate Monument,No specific honoree,Lonoke,Lonoke,AR,South,"34.786049, -91.899886",Monument,Courthouse Grounds,United Daughters of the Confederacy,1910,,Active
110,Robert E. Lee Street,Robert E. Lee,Malvern,Hot Spring,AR,South,"34.359576, -92.793803",Highway / Roadway,Roads,Unknown,Unknown,,Active
138,General Robert E. Lee Monument,Robert E. Lee,Marianna,Lee,AR,South,"34.773911, -90.756979",Monument,Other: Monument,United Daughters of the Confederacy,1910,,Active
108,Lee County,Robert E. Lee,Marianna,Lee,AR,South,"34.774406, -90.766543",County,Other: County/Municipality ,Unknown,1873,,Active
149,Crittenden County Civil War Memorial,No specific honoree,Marion,Crittenden,AR,South,"35.215675, -90.197066",Monument,Courthouse Grounds,United Daughters of the Confederacy,1936,,Active
139,Confederate Captain Richard Tunball Banks Monument,Richard Tunball,New Edinburg,Cleveland,AR,South,"33.757357, -92.238190",Monument,Other: Monument,Unknown,Unknown,,Active
152,Confederate Monument,No specific honoree,Osceola,Mississippi,AR,South,"35.703094, -89.969926",Monument,Courthouse Grounds,United Daughters of the Confederacy,1934,,Active
123,Texas Memorial,No specific honoree,Pea Ridge,Benton,AR,South,"36.454017, -94.114983",Monument,Other: Monument,State of Texas,1964,,Active
163,Forrest Park Prep Preschool,Nathan Bedford Forrest,Pine Bluff,Jefferson,AR,South,"34.195571, -92.021248",School,Schools,Unknown,Unknown,,Active
140,Pine Bluff Confederate Monument,No specific honoree,Pine Bluff,Jefferson,AR,South,"34.229484, -92.003340",Monument,Other: Monument,United Daughters of the Confederacy,1910,,Active
141,Confederate War Memorial,No specific honoree,Prescott,Nevada,AR,South,"33.802610, -93.381000",Monument,Other: Monument,Unknown,1969,,Active
160,Confederate Mothers Memorial Park,No specific honoree,Russellville,Pope,AR,South,"35.258333, -93.140556",Park,"Other: Parks/Trails, Etc.",United Daughters of the Confederacy,1921,,Active
153,Searcy Confederate Monument,No specific honoree,Searcy,White,AR,South,"35.250237, -91.737882",Monument,Courthouse Grounds,Unknown,1917,,Active
142,Confederate War Memorial,No specific honoree,Smithville,Lawrence,AR,South,"36.080350, -91.303700",Monument,Other: Monument,Unknown,1996,,Active
164,Robert E. Lee Elementary School,Robert E. Lee,Springdale,Washington,AR,South,"36.179513, -94.134081",School,Schools,Unknown,1951,,Active
143,Star City Confederate Memorial,No specific honoree,Star City,Lincoln,AR,South,"33.941922, -91.845840",Monument,Other: Monument,United Daughters of the Confederacy,1926,,Active
1991,Albert Pike Recreation Area,Albert Pike,Umpire,Howard,AR,South,"33.941676, -91.845822",Park,"Other: Parks/Trails, Etc.",Unknown,Unknown,,Active
154,Van Buren Confederate Monument,No specific honoree,Van Buren,Crawford,AR,South,"35.433967, -94.355548",Monument,Courthouse Grounds,United Daughters of the Confederacy and Sons of the Confederacy,1899,,Active
118,Jeb Stuart Drive,"James Ewell Brown ""Jeb"" Stuart",Wilson,Mississippi,AR,South,"35.573541, -90.044345",Highway / Roadway,Roads,Unknown,Unknown,,Active
2192,Jefferson Davis Highway Marker,Jefferson Davis,Gold Canyon,Pinal,AZ,Not a State,"33.335600, -111.440500",Monument,Other: Monument,United Daughters of the Confederacy,1943,,Active
166,Confederate Troops Memorial,No specific honoree,Phoenix,Maricopa,AZ,Not a State,"33.448171, -112.094537",Monument,Other: Monument,United Daughters of the Confederacy,1961,,Active
1950,East Robert E. Lee Street,Robert E. Lee,Phoenix,Maricopa,AZ,Not a State,"33.651598, -111.982958",Highway / Roadway,Roads,Unknown,1961,,Active
167,Confederate Memorial,No specific honoree,Picacho Pass,Pinal,AZ,Not a State,"32.638492, -111.409533",Monument,Other: Monument,Sons of Confederate Veterans,Unknown,,Active
1951,Picacho Peak Confederate Monument,No specific honoree,Picacho Peak,Pinal,AZ,Not a State,"32.645933, -111.400433",Monument,Other: Monument,"United Daughters of the Confederacy, Children of the Confederacy, and Arizona Historical Society",1984,,Active
1806,Jeff Davis Peak,Jefferson Davis,Alpine County,Alpine,CA,North,"38.637042, -119.896549",Other,"Other: Parks/Trails, Etc.",Unknown,Unknown,,Active
2191,Jefferson Davis Father of National Highways Monument,Jefferson Davis,Bakersfield,Kern,CA,North,"35.393505, -119.019103",Monument,Other: Monument,United Daughters of the Confederacy,1942,,Active
171,City of Fort Bragg,Braxton Bragg,Fort Bragg,Mendocino,CA,North,"39.445678, -123.804564",City,Other: County/Municipality ,Unknown,1889,,Active
2045,Jefferson Davis Highway Marker,Jefferson Davis,Hornbrook,Siskiyou,CA,North,"41.901467, -122.563400",Monument,Other: Monument,United Daughters of the Confederacy,1944,,Active
1926,Robert E. Lee Elementary,Robert E. Lee,Long Beach,Los Angeles,CA,North,"33.787695, -118.157884",School,Schools,Unknown,Unknown,2016,Removed
2205,Major Robert Seldon Garnett Monument,Robert Seldon Garnett,Monterey,Monterey,CA,North,"36.597800, -121.897150",Monument,Other: Monument,United Daughters of the Confederacy,1937,,Active
170,City of Confederate Corners,No specific honoree,Salinas,Monterey,CA,North,"36.644623, -121.66369",City,Other: County/Municipality ,Unknown,Unknown,2018,Removed
169,Jefferson Davis Highway Marker,Jefferson Davis,San Diego,San Diego,CA,North,"32.714942, -117.161562",Monument,Other: Monument,United Daughters of the Confederacy,1926,2017,Removed
1976,Robert E. Lee Elementary School,Robert E. Lee,San Diego,San Diego,CA,North,"32.670982, -117.057763",School,Schools,Unknown,1959,2016,Removed
1978,Robert E. Lee Sequoia Tree,Robert E. Lee,Sequoia National Park,Tulare,CA,North,"36.74729, -118.97256",Other,"Other: Parks/Trails, Etc.",Richard Field,1875,,Active
1994,Brigadier General Albert Pike Statue,Albert Pike,Washington,Washington,DC,Border,"38.894600, -77.015700",Monument,Other: Monument,Scottish Rite Freemasons,1901,,Active
175,Fighting Joe Wheeler Statue,Joseph Wheeler,Washington,Washington,DC,Border,"38.889758, -77.009093",Monument,Other Government Office Grounds,State of Alabama,1925,,Active
174,Jefferson Davis Senate Desk reserved for Senior Senator of Mississippi,Jefferson Davis,Washington,Washington,DC,Border,"38.890586, -77.009104",Monument,Other: Monument,Mississippi Senator Thad Cochran,Unknown,,Active
1995,Stained glass honoring Robert E. Lee and Stonewall Jackson,Robert E. Lee,Washington,Washington,DC,Border,"38.930503, -77.070920",Monument,Other: Monument,United Daughters of the Confederacy and philanthropists,1953,2017,Removed
5017,Delaware Confederate Monument,no specific honoree,Georgetown,Sussex,DE,North,"38.671993, -75.378714",Monument,Other: Monument,Sons of Confederate Veterans,2007,,Active
213,Confederate Monument,No specific honoree,Bradenton,Manatee,FL,South,"27.495250, -82.573100",Monument,Courthouse Grounds,United Daughters of the Confederacy,1924,2017,Removed
214,Confederate Soldier,No specific honoree,Brooksville,Hernando,FL,South,"28.555017, -82.387767",Monument,Courthouse Grounds,United Daughters of the Confederacy,1916,,Active
198,Confederate Park Monument,No specific honoree,Crestview,Okaloosa,FL,South,"30.822850, -86.537117",Monument,Other: Monument,Crestview Lions Club,1958,,Active
176,Pasco County,Samuel Pasco,Dade City,Pasco,FL,South,"28.321701, -82.421127",County,Other: County/Municipality ,Unknown,1887,,Active
199,Confederate Veterans,No specific honoree,Daytona Beach,Volusia,FL,South,"29.213483, -81.019600",Monument,Other: Monument,Sons of Confederate Veterans,1979,,Active
215,Walton County Confederate Monument,No specific honoree,Defuniak Springs,Walton,FL,South,"30.721400, -86.111500",Monument,Courthouse Grounds,Ladies Memorial Association of Walton County,1871,,Active
181,Walton County Flag,No specific honoree,Defuniak Springs,Walton,FL,South,"30.721450, -86.111450",Flag,Courthouse Grounds,Ladies Memorial Association of Walton County,1871,,Active
184,Robert E. Lee Drive,Robert E. Lee,East Palatka,Putnam,FL,South,"29.703188, -81.561292",Highway / Roadway,Roads,Unknown,Unknown,,Active
177,Lee County,Robert E. Lee,Fort Myers,Lee,FL,South,"26.636122, -81.847030",County,Other: County/Municipality ,Unknown,1887,,Active
2112,Lee Memorial Hospital,Robert E. Lee,Fort Myers,Lee,FL,South,"26.628217, -81.873600",Building,Other: Buildings,United Daughters of the Confederacy,1916,,Active
2081,Robert E. Lee Monument,Robert E. Lee,Fort Myers,Lee,FL,South,"26.643400, -81.871850",Monument,Other: Monument,United Daughters of the Confederacy,1966,,Active
5011,Robert E. Lee portrait,Robert E. Lee,Fort Myers,Lee,FL,South,"26.642434, -81.870300",Other,Courthouse Grounds,Lee County Commissioners,1929,,Active
2216,Stonewall Jackson Monument,"Thomas Jonathan ""Stonewall"" Jackson",Ft. Meade,Polk,FL,South,"27.755267, -81.795417",Monument,Other: Monument,Sons of Confederate Veterans,1983,,Active
222,"""Old Joe"" Confederate Monument",No specific honoree,Gainesville,Alachua,FL,South,"29.651422, -82.324713",Monument,Other Government Office Grounds,United Daughters of the Confederacy,1904,2017,Removed
5009,J. J. Finley Elementary School,Jesse J. Finley,Gainesville,Alachua,FL,South,"29.656825, -82.348960",School,Schools,Unknown,1939,,Active
1885,Kirby Smith Center,Edmund Kirby Smith,Gainesville,Alachua,FL,South,"29.652769, -82.318898",Building,Other: Buildings,Unknown,Unknown,2017,Removed
2124,Stonewall Camp No. 1438 Monument,"Thomas Jonathan ""Stonewall"" Jackson",Gainesville,Alachua,FL,South,"29.651767, -82.324750",Monument,Courthouse Grounds,Unknown,Unknown,,Active
5008,City of Graceville,H. B. Grace,Graceville,Holmes,FL,South,"30.956918, -85.513461",City,Other: County/Municipality,Unknown,unknown,,Active
189,General Lee Road,Robert E. Lee,Hilliard,Nassau,FL,South,"30.727154, -81.983461",Highway / Roadway,Roads,Unknown,Unknown,,Active
194,Forrest Street,Nathan Bedford Forrest,Hollywood,Broward,FL,South,"26.037876, -80.152867",Highway / Roadway,Roads,Unknown,Unknown,2018,Removed
1900,Hood Street,John Bell Hood,Hollywood,Broward,FL,South,"26.032503, -80.224092",Highway / Roadway,Roads,Unknown,Unknown,2018,Removed
195,Lee Street,Robert E. Lee,Hollywood,Broward,FL,South,"26.030651, -80.154111",Highway / Roadway,Roads,Unknown,Unknown,2018,Removed
225,Confederate Park,No specific honoree,Jacksonville,Duval,FL,South,"30.334601, -81.653839",Park,"Other: Parks/Trails, Etc.",City of Jacksonville,1915,,Active
192,Confederate Point Road,No specific honoree,Jacksonville,Duval,FL,South,"30.263995, -81.733115",Highway / Roadway,Roads,Unknown,Unknown,,Active
191,Confederate Street,No specific honoree,Jacksonville,Duval,FL,South,"30.333637, -81.651833",Highway / Roadway,Roads,Unknown,Unknown,,Active
202,Florida Confederate Soldiers Memorial,No specific honoree,Jacksonville,Duval,FL,South,"30.329400, -81.659417",Monument,Other: Monument,Charles C. Hemming,1898,,Active
188,General Lee Road,Robert E. Lee,Jacksonville,Duval,FL,South,"30.357625, -81.754951",Highway / Roadway,Roads,Unknown,Unknown,,Active
226,Hemming Park,Charles C. Hemming,Jacksonville,Duval,FL,South,"30.329167, -81.659167",Park,"Other: Parks/Trails, Etc.",Unknown,1899,,Active
231,Jeb Stuart Middle School,"James Ewell Brown ""Jeb"" Stuart",Jacksonville,Duval,FL,South,"30.254792, -81.737543",School,Schools,Unknown,Unknown,,Active
233,Jefferson Davis Middle School,Jefferson Davis,Jacksonville,Duval,FL,South,"30.254947, -81.761280",School,Schools,Unknown,1961,,Active
201,Monument to Women of the Confederacy,No specific honoree,Jacksonville,Duval,FL,South,"30.334817, -81.654483",Monument,Other: Monument,United Confederate Veterans,1915,,Active
2028,Nathan B. Forrest High School,Nathan Bedford Forrest,Jacksonville,Duval,FL,South,"30.246424, -81.766119",School,Schools,United Daughters of the Confederacy and Duval County School Board,1959,2014,Removed
230,Robert E. Lee High School,Robert E. Lee,Jacksonville,Duval,FL,South,"30.307136, -81.703853",School,Schools,Unknown,1928,,Active
232,Stonewall Jackson Elementary School,"Thomas Jonathan ""Stonewall"" Jackson",Jacksonville,Duval,FL,South,"30.268245, -81.742222",School,Schools,Unknown,1965,,Active
203,Yellow Bluff Fort Monument,No specific honoree,Jacksonville,Duval,FL,South,"30.399683, -81.555650",Monument,Other: Monument,United Daughters of the Confederacy,1950,,Active
178,Hendry County,Francis A. Hendry,LaBelle,Hendry,FL,South,"26.593428, -81.133832",County,Other: County/Municipality ,Unknown,1923,,Active
2209,Olustee Battle Monument,No specific honoree,Lake City,Columbia,FL,South,"30.190150, -82.636900",Monument,Other: Monument,Unknown,Unknown,,Active
204,Confederate Monument,No specific honoree,Lakeland,Polk,FL,South,"28.044617, -81.955600",Monument,Other: Monument,United Daughters of the Confederacy,1910,,Active
179,Baker County,James McNair Baker,Macclenny,Baker,FL,South,"30.354133, -82.273578",County,Other: County/Municipality ,Unknown,1861,,Active
185,Robert E. Lee Lane,Robert E. Lee,Macclenny,Baker,FL,South,"30.250360, -82.151864",Highway / Roadway,Roads,Unknown,Unknown,,Active
205,Confederate Monument,No specific honoree,Madison,Madison,FL,South,"30.469833, -83.412483",Monument,Other: Monument,United Daughters of the Confederacy,Unknown,,Active
227,Judah P. Benjamin Confederate Memorial at Gamble Plantation Historic State Park,Judah P. Benjamin,Manatee,Manatee,FL,South,"27.524262, -82.525993",Park,"Other: Parks/Trails, Etc.",Florida Board of Parks and Historic Memorials in Cooperation with United Daughters of the Confederacy,1925,,Active
216,Confederate Monument,No specific honoree,Marianna,Jackson,FL,South,"30.773817, -85.226067",Monument,Courthouse Grounds,Unknown,1881,,Active
206,Confederate War Memorial,No specific honoree,Marianna,Jackson,FL,South,"30.774150, -85.228750",Monument,Other: Monument,United Daughters of the Confederacy,1921,,Active
228,Robert E. Lee Park and Elementary School,Robert E. Lee,Miami,Miami-Dade,FL,South,"25.806014, -80.204516",Park,"Other: Parks/Trails, Etc.",Unknown,1924,1989,Removed
1941,City of Milton Seal,No specific honoree,Milton,Santa Rosa,FL,South,"30.633336, -87.041270",Seal,"Other: Flags, Etc.",City of Milton,2016,,Active
217,Confederate Monument,No specific honoree,Monticello,Jefferson,FL,South,"30.545400, -83.870150",Monument,Courthouse Grounds,Ladies Memorial Association of Jefferson County,1899,,Active
1947,Confederate Flag Display,No specific honoree,Ocala,Marion,FL,South,"29.184359, -82.099992",Flag,Other Government Office Grounds,Unknown,Unknown,Moved flags to back of government complex,Active
218,Johnny Reb Monument (old location),No specific honoree,Ocala,Marion,FL,South,"29.188198, -82.139383",Monument,Courthouse Grounds,United Daughters of the Confederacy,1908,2007,Removed
207,Confederate Memorial,No specific honoree,Orlando,Orange,FL,South,"28.544225, -81.373122",Monument,Other: Monument,United Daughters of the Confederacy,1911,2017,Removed
234,Robert E. Lee Middle School,Robert E. Lee,Orlando,Orange,FL,South,"28.584103, -81.397095",School,Schools,Unknown,1956,2017,Removed
235,Stonewall Jackson Middle School,"Thomas Jonathan ""Stonewall"" Jackson",Orlando,Orange,FL,South,"28.530667, -81.302884",School,Schools,Unknown,1965,,Active
193,Stonewall Jackson Road,"Thomas Jonathan ""Stonewall"" Jackson",Orlando,Orange,FL,South,"28.531718, -81.303431",Highway / Roadway,Roads,Unknown,Unknown,,Active
219,Confederate Monument,No specific honoree,Palatka,Putnam,FL,South,"29.647100, -81.632767",Monument,Courthouse Grounds,Putnam County Government,1956,,Active
208,Confederate Monument,No specific honoree,Pensacola,Escambia,FL,South,"30.419883, -87.217000",Monument,Other: Monument,Ladies Confederate Memorial Association,1891,,Active
229,Lee Square,Robert E. Lee,Pensacola,Escambia,FL,South,"30.419654, -87.216965",Park,"Other: Parks/Trails, Etc.",Unknown,1889,,Active
209,Confederate Monument,No specific honoree,Perry,Taylor,FL,South,"30.136783, -83.604450",Monument,Other: Monument,Sons of Confederate Veterans,Unknown,,Active
